searchedWord,pronounciations,englishDefinition,partOfSpeech,tags,seeAlso,info
1,"値打='ねうち', 値打ち='ねうち', 値うち='ねうち'","value, worth, price, dignity","Noun, Suru verb",,,
酒飲み,,,,,,
1,"酒飲み='さけのみ', 酒呑み='さけのみ', 酒呑='さけのみ'","(heavy) drinker, drunkard, tippler, boozer",Noun,,,
八重歯,,,,,,
1,八重歯='やえば',"double tooth, protruding tooth (like a fang), high canine",Noun,,,
寝転,,,,,,
1,"寝ころぶ='ねころぶ', 寝転ぶ='ねころぶ'","to lie down, to throw oneself down","Godan verb with bu ending, intransitive verb",,寝転がる ねころがる,
,,,,,,
2,寝転がる='ねころがる',"to lie down, to throw oneself down","Godan verb with ru ending, intransitive verb",,寝転ぶ ねころぶ,
頭脳,,,,,,
1,頭脳='ずのう',"head, brains",Noun,,,
,,"intellect, understanding",,,,
,,,,,,
2,頭脳明晰='ずのうめいせき',"being clearheaded, having a keen (sharp, brilliant) mind","Noun, Na-adjective",Yojijukugo (four character compound),,
,,,,,,
3,頭脳流出='ずのうりゅうしゅつ',"brain drain, outflow of talent",Noun,,,
,,Brain drain,,,,
,,,,,,
4,頭脳集団='ずのうしゅうだん',think tank,Noun,,シンクタンク,
,,,,,,
5,頭脳労働='ずのうろうどう',"brain work, mental work, nonmanual labor",Noun,,,
,,,,,,
6,頭脳労働者='ずのうろうどうしゃ',"brain worker, brain-worker, white-collar worker, mental worker",Noun,,,
,,,,,,
7,頭脳戦艦ガル='no reading provided',Zunou Senkan Galg,Wikipedia definition,,,
,,,,,,
8,頭脳改革='no reading provided',Piece of Mind,Wikipedia definition,,,
因果,,,,,,
1,因果='いんが',"cause and effect, karma, fate","Na-adjective, Noun, No-adjective",,,
,,,,,,
2,因果関係='いんがかんけい',"consequence, causal relationship, nexus","Noun, No-adjective",Yojijukugo (four character compound),,
,,,,,,
3,因果応報='いんがおうほう',"retribution, retributive justice, karma, just deserts, poetic justice, reward and punishment for one's past behavior",Noun,Yojijukugo (four character compound),,
,,,,,,
4,因果を含める='いんがをふくめる',to persuade someone to accept the inevitable,"Expression, Ichidan verb",,,
,,,,,,
5,因果性='いんがせい',causality,Noun,,,
,,Causality,,,,
,,,,,,
6,因果法則='いんがほうそく',law of causality,Noun,,,
,,,,,,
7,因果因縁='いんがいんねん',"cause and effect, karma, retribution, an evil cause producing an evil effect",Noun,Yojijukugo (four character compound),,
,,,,,,
8,因果者='いんがもの',unlucky person,Noun,,,
,,,,,,
9,因果律='いんがりつ',"law of cause and effect, principle of causality",Noun,,,
,,,,,,
10,因果覿面='いんがてきめん',the swiftness of retributive justice,Noun,Yojijukugo (four character compound),,
試行,,,,,,
1,試行='しこう',"making an attempt, trial run","Noun, Suru verb",,,
,,,,,,
2,試行錯誤='しこうさくご',trial and error,"Noun, Suru verb",Yojijukugo (four character compound),,
辻褄,,,,,,
1,辻褄='つじつま',"coherence, consistency",Noun,Usually written using kana alone,,
,,,,,,
2,"辻褄の合わない='つじつまのあわない', つじつまの合わない='つじつまのあわない'","incoherent, inconsistent","Expression, I-adjective",,つじつまが合わない,
,,,,,,
3,"つじつまが合わない='つじつまがあわない', 辻褄が合わない='つじつまがあわない'","incoherent, inconsistent","Expression, I-adjective",,つじつまの合わない,
,,,,,,
4,"辻褄が合う='つじつまがあう', つじつまが合う='つじつまがあう'","to be consistent, to be coherent","Expression, Godan verb with u ending",,辻褄,
,,,,,,
5,"つじつまを合わせる='つじつまをあわせる', 辻褄を合わせる='つじつまをあわせる'","to make one's story to seem coherent, to adjust one's story to fit the situation","Expression, Ichidan verb",,ばつを合わせる,
堅気,,,,,,
1,堅気='かたぎ',"honest, respectable",Na-adjective,,,
,,"respectable occupation (i.e. not yakuza, prostitute, etc.)",,,,
,,person in a respectable occupation,,,,
卓袱台,,,,,,
1,"ちゃぶ台='ちゃぶだい', 卓袱台='ちゃぶだい', チャブ台='チャブだい'","low dining table, tea table",Noun,,,
,,Chabudai,,,,
,,,,,,
2,"チャブ台返し='チャブだいがえし', 卓袱台返し='ちゃぶだいがえし', ちゃぶ台返し='ちゃぶだいがえし'","flipping a table over in anger, overturning a table in anger",Noun,,ちゃぶ台,
わずか,,,,,,
1,"纔か='わずか', 僅か='わずか'","only, merely, (a) little, small quantity","Na-adjective, Adverb, Noun",Usually written using kana alone,,
,,,,,,
2,"僅かに='わずかに', 纔かに='わずかに'","slightly, only, barely, narrowly",Adverb,Usually written using kana alone,,
最後尾,,,,,,
1,最後尾='さいこうび',end of a line (queue),Noun,,,
免除,,,,,,
1,免除='めんじょ',"exemption, exoneration, discharge","Noun, Suru verb",,,
概念,,,,,,
1,概念='がいねん',"general idea, concept, notion",Noun,,,
,,Concept,,,,
,,,,,,
2,概念実証='がいねんじっしょう',proof of concept,Noun,,,
,,Proof of concept,,,,
,,,,,,
3,概念的='がいねんてき',"general, conceptual","Na-adjective, Noun",,,
,,,,,,
4,概念論='がいねんろん',conceptualism,Noun,,,
,,,,,,
5,概念記号='がいねんきごう',concept symbol,Noun,Computer terminology,,
,,,,,,
6,概念化='がいねんか',"conceptualization, conceptualisation","Noun, Suru verb",,,
,,,,,,
7,概念文書='がいねんぶんしょ',conceptual-document,Noun,Computer terminology,,
,,,,,,
8,概念スキーマ='がいねんスキーマ',conceptual scheme,Noun,Computer terminology,,
,,,,,,
9,概念検索='no reading provided',Concept Search,Wikipedia definition,,,
,,,,,,
10,概念メタファー='no reading provided',Conceptual metaphor,Wikipedia definition,,,
教唆,,,,,,
1,教唆='きょうさ',instigation,"Noun, Suru verb",,,
,,,,,,
2,"教唆扇動='きょうさせんどう', 教唆煽動='きょうさせんどう'",instigation and abetment,"Noun, Suru verb",Yojijukugo (four character compound),,
,,,,,,
3,教唆罪='きょうさざい',criminal instigation,Noun,,,
,,,,,,
4,教唆者='きょうさしゃ',instigator,Noun,,,
,,,,,,
5,教唆犯='きょうさはん',criminal instigator,Noun,,,
好奇心,,,,,,
1,好奇心='こうきしん',"curiosity, inquisitiveness",Noun,,,
,,Curiosity,,,,
,,,,,,
2,好奇心 (映画)='no reading provided',Murmur of the Heart,Wikipedia definition,,,
,,,,,,
3,好奇心旺盛='こうきしんおうせい',brimming with curiosity,"Noun, Na-adjective",,,
,,,,,,
4,好奇心は猫をも殺す='こうきしんはねこをもころす',curiosity killed the cat,Expression,Proverb,好奇心猫を殺す,
,,,,,,
5,好奇心猫を殺す='こうきしんねこをころす',curiosity killed the cat,"Expression, Godan verb with su ending",,,
,,,,,,
6,好奇心は猫を殺す (映画)='no reading provided',Curiosity Kills the Cat (film),Wikipedia definition,,,
総じて,,,,,,
1,総じて='そうじて',"in general, generally",Adverb,,,
,,"as a whole, all in all, altogether, summing it up",,,,
屈託,,,,,,
1,"屈託='くったく', 屈托='くったく'","worry, care, concern","Noun, Suru verb",,,
,,"ennui, boredom",,,,
,,,,,,
2,"屈託の無い='くったくのない', 屈託のない='くったくのない'","carefree, free from worry","Expression, I-adjective",,,
所有,,,,,,
1,所有='しょゆう',"one's possessions, ownership","Noun, Suru verb",,,
,,,,,,
2,所有 (言語学)='no reading provided',Possession (linguistics),Wikipedia definition,,,
,,,,,,
3,所有権='しょゆうけん',"ownership, dominion, ownership rights, proprietorship, property rights",Noun,,,
,,Ownership,,,,
,,,,,,
4,所有者='しょゆうしゃ',owner,Noun,,,
,,,,,,
5,所有物='しょゆうぶつ',"property, possession",Noun,,,
,,,,,,
6,所有格='しょゆうかく',possessive case,Noun,linguistics terminology,,
,,,,,,
7,所有財産='しょゆうざいさん',"holdings, property",Noun,,,
,,,,,,
8,所有者識別子='しょゆうしゃしきべつし',owner identifier,Noun,Computer terminology,,
,,,,,,
9,所有地='しょゆうち',"demesne, belonging",Noun,,,
,,,,,,
10,所有接辞='no reading provided',Possessive affix,Wikipedia definition,,,
容赦,,,,,,
1,容赦='ようしゃ',"pardon, forgiveness, tolerance, overlooking","Noun, Suru verb",,,
,,"leniency, mercy, going easy (on someone)",,,,
,,,,,,
2,"容赦なく='ようしゃなく', 容赦無く='ようしゃなく'","mercilessly, relentlessly, unsparingly",Adverb,,容赦,
,,,,,,
3,容赦会釈='ようしゃえしゃく',"pardon, forgiveness, mercy, making allowances",Noun,Yojijukugo (four character compound),,
団子,,,,,,
1,団子='だんご',"dango, dumpling (usu. sweet), doughboy",Noun,,,
,,"ball-shaped object, something round",,,,
,,"lump, group, bunch, knot, tight crowd",,,,
,,Dango,,,,
,,,,,,
2,"no kanji='ダンゴムシ', 団子虫='だんごむし'","pillbug, pill bug, woodlouse, sowbug, sow bug, slater",Noun,Usually written using kana alone,,
,,Armadillidium vulgare,,,,
,,,,,,
3,団子屋='だんごや',"dumpling store, dumpling seller",Noun,,,
,,,,,,
4,団子状態='だんごじょうたい',"being bunched up together, being crowded together",Noun,Yojijukugo (four character compound),,
,,,,,,
5,"団子汁='だんごじる', だんご汁='だんごじる'",Japanese dumpling soup,Noun,,,
,,,,,,
6,"団子鼻='だんごばな, だんごっぱな'","snub nose, pug nose, button-shaped nose, bulbous nose, cauliflower-shaped nose",Noun,,,
黙認,,,,,,
1,黙認='もくにん',"connivance, tacit consent, toleration, acquiescence","Noun, Suru verb, No-adjective",,,
哄笑,,,,,,
1,哄笑='こうしょう',loud laughter,"Noun, Suru verb",,,
切り抜けろ,,,,,,
1,"切り抜ける='きりぬける', 切抜ける='きりぬける'","to cut one's way through, to tide over, to struggle through, to get over","Ichidan verb, Transitive verb",,,
サブ,,,,,,
1,no kanji='サブ',"sub, substitute",Noun,Abbreviation,,
,,Sub,,,,
,,,,,,
2,no kanji='サブマリン',submarine,Noun,,,
,,,,,,
3,no kanji='サブアド',secondary email,Noun,"Computer terminology, Abbreviation",サブアドレス,
,,sub-address,,,,
,,,,,,
4,no kanji='サブタイトル',subtitle,Noun,,,
,,Subtitle (titling),,,,
,,,,,,
5,"no kanji='サブロウ', 三郎='さぶろう'",third son,Noun,,三男,
,,Occella iburia (species of poacher),,,,
,,,,,,
6,no kanji='サブコン',subcontractor,Noun,Abbreviation,サブコントラクター,
,,Subcontractor,,,,
,,,,,,
7,"no kanji='サブウェイ, サブウェー, サブウエー'",subway,Noun,,,
,,Subway (restaurant),,,,
,,,,,,
8,"no kanji='サブコンパクトカー, サブ・コンパクト・カー'",subcompact car,Noun,,,
,,Subcompact car,,,,
,,,,,,
9,no kanji='サブクラス',subclass,Noun,Computer terminology,,
,,Subclass,,,,
,,,,,,
10,no kanji='サブスタンス',substance,Noun,,,
,,Substance 1987,,,,
精密,,,,,,
1,精密='せいみつ',"precise, exact, detailed, accurate, minute, close","Na-adjective, Noun",,,
,,,,,,
2,精密化学品='せいみつかがくひん',"fine chemical (high precision chemicals, typically used in pharmaceutical products)",Noun,,,
,,,,,,
3,精密機器='せいみつきき',"precision equipment, delicate equipment",Noun,,,
,,,,,,
4,精密機械='せいみつきかい',precision instrument or machine,Noun,,,
,,,,,,
5,精密検査='せいみつけんさ',"thorough checkup, complete examination, complete physical, detailed testing","Noun, Suru verb",,,
,,,,,,
6,精密加工='せいみつかこう',"precision machining, precision cutting",Noun,,,
,,,,,,
7,精密機械工業='せいみつきかいこうぎょう',precision machinery industry,Noun,,,
,,,,,,
8,精密工具='せいみつこうぐ',precision tool,Noun,,,
,,,,,,
9,精密分類体系='せいみつぶんるいたいけい',"close classification system, depth classification system",Noun,Computer terminology,,
,,,,,,
10,精密工学='せいみつこうがく',precision engineering,Noun,,,
ぴしゃり,,,,,,
1,"no kanji='ぴしゃり, ピシャリ'","slapping, splashing, splatting, banging shut, flat (refusal, denial, etc.)","Adverb, Adverb taking the 'to' particle",Onomatopoeic or mimetic word,,
無闇,,,,,,
1,"無闇='むやみ', 無暗='むやみ'","thoughtless, reckless, rash, indiscriminate, indiscreet","Na-adjective, Noun",Usually written using kana alone,,
,,"excessive, unreasonable, immoderate, absurd",,,,
,,,,,,
2,"無暗に='むやみに', 無闇に='むやみに'","thoughtlessly, recklessly, rashly, indiscriminately, indiscreetly, at random",Adverb,Usually written using kana alone,,
,,"excessively, unreasonably, immoderately, absurdly",,,,
,,,,,,
3,"無闇矢鱈='むやみやたら', 無闇やたら='むやみやたら'","thoughtless, reckless, rash, indiscriminate, indiscreet","Na-adjective, Noun, Adverbial noun, Adverb taking the 'to' particle",Usually written using kana alone,,
,,"excessive, unreasonable, immoderate, absurd",,,,
肝心,,,,,,
1,"肝腎='かんじん', 肝心='かんじん'","essential, important, crucial, vital, main","Na-adjective, Noun, No-adjective",,,
,,,,,,
2,肝心要='かんじんかなめ',the main point,"Na-adjective, Noun",,,
どっか,,,,,,
1,読過='どっか',"finish reading, skim (over)","Noun, Suru verb",,,
,,,,,,
2,毒化='どっか',"toxification, turning toxic, turning poisonous","Noun, Suru verb",,,
,,,,,,
3,"何処か='どこか, どっか'","somewhere, anywhere, in some respects","Expression, Noun, Adverb",Usually written using kana alone,,
,,,,,,
4,読解力='どっかいりょく',"reading comprehension, ability to read and understand",Noun,,,
,,,,,,
5,読解='どっかい',reading comprehension,"Noun, Suru verb",,,
,,Reading comprehension,,,,
,,,,,,
6,no kanji='どっかと',"with a thump, floppingly",Adverb,Onomatopoeic or mimetic word,,
,,,,,,
7,"no kanji='どっかり, ドッカリ'","plunking (down something heavy), flumping (into a chair)","Adverb, Adverb taking the 'to' particle, Suru verb",Onomatopoeic or mimetic word,,
,,,,,,
8,"独活='うど, どっかつ, つちたら', no kanji='ウド', 獨活='うど, どっかつ, つちたら'","udo (plant related to ginseng, used in medicine and cooking) (Aralia cordata)",Noun,Usually written using kana alone,,
,,Aralia cordata,,,,
,,,,,,
9,読会='どっかい',reading (of a bill),Noun,,,
傍観,,,,,,
1,傍観='ぼうかん',"looking on, remaining a spectator","Noun, Suru verb",,,
,,,,,,
2,傍観者='ぼうかんしゃ',"onlooker, bystander",Noun,,,
,,,,,,
3,傍観的='ぼうかんてき',"hands-off, indifferent, spectatorial",Na-adjective,,,
,,,,,,
4,傍観者効果='no reading provided',Bystander effect,Wikipedia definition,,,
いじり,,,,,,
1,弄り='いじり',"meddling, fumbling, fondling, playing around with something",Noun,Usually written using kana alone,,
,,,,,,
2,"いじり回す='いじりまわす', 弄り回す='いじりまわす', 弄りまわす='いじりまわす'","to tinker with, to fumble with, to twist up",Godan verb with su ending,,,
絶海,,,,,,
1,絶海='ぜっかい',distant seas,Noun,,,
事項,,,,,,
1,事項='じこう',"matter, item, facts",Noun,,,
,,,,,,
2,事項索引='じこうさくいん',subject index,Noun,,,
二の次,,,,,,
1,二の次='にのつぎ',"secondary, subordinate",Noun,,,
分別,,,,,,
1,分別='ふんべつ',"discretion, prudence, good sense, judgement, judgment, wisdom, discernment","Noun, Suru verb",,,
,,,,,,
2,分別='ぶんべつ',"separation (e.g. of rubbish when recycling), classification, discrimination, division, distinction","Noun, Suru verb",,,
,,,,,,
3,分別蒸留='ぶんべつじょうりゅう',fractional distillation,Noun,,分留,
,,,,,,
4,分別盛り='ふんべつざかり',"the age of wisdom, around forty",Na-adjective,,,
,,,,,,
5,分別心='ふんべつしん',"prudence, distinction, discrimination",Noun,,,
,,,,,,
6,"分別書方='ぶんべつかきかた', 分別書き方='ぶんべつかきかた'",separating words with spaces,Noun,Obscure term,分かち書き,
,,,,,,
7,分別ゴミ='ふんべつゴミ',dividing up rubbish into burnable and non-burnable,"Noun, Suru verb",,,
,,,,,,
8,分別収集='no reading provided',Waste sorting,Wikipedia definition,,,
,,,,,,
9,分別説部='no reading provided',Vibhajyavāda,Wikipedia definition,,,
,,,,,,
10,分別と多感='no reading provided',Sense and Sensibility,Wikipedia definition,,,
無抵抗,,,,,,
1,無抵抗='むていこう',nonresistance,"Na-adjective, Noun",,,
,,,,,,
2,無抵抗主義='むていこうしゅぎ',(the principle of) nonresistance,Noun,,,
良識,,,,,,
1,良識='りょうしき',good sense,Noun,,,
いざこざ,,,,,,
1,no kanji='いざこざ',"trouble, quarrel, difficulties, complication, tangle",Noun,,,
災害,,,,,,
1,災害='さいがい',"calamity, disaster, misfortune",Noun,,,
,,Disaster,,,,
,,,,,,
2,災害派遣='さいがいはけん',"disaster relief operation, disaster relief mission",Noun,,,
,,,,,,
3,災害救助犬='さいがいきゅうじょけん',rescue dog,Noun,,,
,,Search and rescue dog,,,,
,,,,,,
4,災害対策本部='さいがいたいさくほんぶ',"disaster countermeasures office (temporary structure in case of emergency), headquarters for disaster control, disaster response headquarters",Noun,,,
,,,,,,
5,災害保険='さいがいほけん',disaster insurance,Noun,,,
,,,,,,
6,災害地='さいがいち',disaster-stricken area,Noun,,,
,,,,,,
7,災害救助='さいがいきゅうじょ',disaster relief,Noun,,,
,,,,,,
8,災害外科='さいがいげか',"traumatology, accident surgery",Noun,,,
,,,,,,
9,災害割増特約='さいがいわりましとくやく',"accidental death rider (insurance term), AD, accidental death benefit rider",Noun,,,
,,,,,,
10,災害対策='さいがいたいさく',"disaster response, measures to deal with natural disasters, disaster control, disaster recovery",Noun,,,
伝達,,,,,,
1,伝達='でんたつ',"transmission (e.g. news, chemical signals, electricity), communication, delivery, conveyance, transfer, relay, propagation, conduction","Noun, Suru verb",,,
,,,,,,
2,伝達性海綿状脳症='でんたつせいかいめんじょうのうしょう',"transmissible spongiform encephalopathy, TSE",Noun,"Medicine, etc. term",,
,,Transmissible spongiform encephalopathy,,,,
,,,,,,
3,伝達特性='でんたつとくせい',transfer characteristic,Noun,,,
,,,,,,
4,伝達関数='でんたつかんすう',transfer function,Noun,,,
,,,,,,
5,伝達情報量='でんたつじょうほうりょう',"transinformation (content), transferred information, transmitted information, mutual information",Noun,Computer terminology,,
,,,,,,
6,伝達会社='でんたつかいしゃ',"(power, electricity) transmission company",Noun,,,
,,,,,,
7,伝達手段='でんたつしゅだん',"means of communication, media of communication, organ of communication, tool of communication",Noun,,,
,,,,,,
8,伝達コスト='てんたつコスト',transmission cost,Noun,Computer terminology,,
,,,,,,
9,伝達性ミンク脳症='no reading provided',Transmissible mink encephalopathy,Wikipedia definition,,,
,,,,,,
10,伝達関数法='no reading provided',Transfer function,Wikipedia definition,,,
沿わない,,,,,,
1,沿う='そう',"to run along, to run beside, to stick to (a line)","Godan verb with u ending, intransitive verb",,,
,,"to follow (a policy, plan, etc.), to act in accordance with, to align with",,,,
戦術,,,,,,
1,戦術='せんじゅつ',tactics,"Noun, No-adjective",,,
,,Tactic (method),,,,
,,,,,,
2,戦術核兵器='せんじゅつかくへいき',tactical nuclear weapon,Noun,,,
,,Tactical nuclear weapon,,,,
,,,,,,
3,戦術計画='せんじゅつけいかく',tactical plan,Noun,,,
,,,,,,
4,戦術航空統制班='せんじゅつこうくうとうせいはん',tactical air control party,Noun,,,
,,,,,,
5,戦術航空統制本部='せんじゅつこうくうとうせいほんぶ',tactical air control center (centre),Noun,,,
,,,,,,
6,戦術家='せんじゅつか',"tactician, strategist",Noun,,,
,,,,,,
7,戦術航法装置='no reading provided',Tactical air navigation system,Wikipedia definition,,,
,,,,,,
8,戦術曳航ソナー='no reading provided',Towed array sonar,Wikipedia definition,,,
,,,,,,
9,戦術航空偵察ポッドシステム='no reading provided',Tactical Airborne Reconnaissance Pod System,Wikipedia definition,,,
,,,,,,
10,戦術データ・リンク='no reading provided',Tactical Data Link,Wikipedia definition,,,
正史,,,,,,
1,正史='せいし',"official history, authorized history",Noun,,正式の歴史,
脆弱,,,,,,
1,"ぜい弱='ぜいじゃく', 脆弱='ぜいじゃく'","weak, frail, fragile","Na-adjective, Noun",,,
,,,,,,
2,"ぜい弱性='ぜいじゃくせい', 脆弱性='ぜいじゃくせい'","vulnerability, weakness, fragility",Noun,,,
,,,,,,
3,脆弱X症候群='no reading provided',Fragile X syndrome,Wikipedia definition,,,
,,,,,,
4,脆弱性検査ツール='no reading provided',Vulnerability scanner,Wikipedia definition,,,
湧いた,,,,,,
1,"湧く='わく', 涌く='わく'","to well (up), to gush forth (of water), to spring out, to surge","Godan verb with ku ending, intransitive verb",,,
,,"to appear (esp. suddenly) (sweat, tears, etc.)",,,,
,,"to feel emotions form (joy, bravery, etc.)",,,,
,,"to hatch (esp. of parasitic insects, etc.)",,,,
拒絶,,,,,,
1,拒絶='きょぜつ',"refusal, rejection","Noun, Suru verb",,,
,,,,,,
2,拒絶反応='きょぜつはんのう',(organ) rejection,Noun,Yojijukugo (four character compound),,
,,"unthinking dismissal, strong reaction (against)",,,,
,,Transplant rejection,,,,
,,,,,,
3,拒絶査定='きょぜつさてい',final rejection (e.g. of a patent),Noun,,,
,,,,,,
4,拒絶感='きょぜつかん',feelings of rejection,Noun,,,
凍える,,,,,,
1,凍える='こごえる',"to freeze (of one's body), to be frozen, to become numb (with cold), to be chilled","Ichidan verb, intransitive verb",,,
饒舌,,,,,,
1,"饒舌='じょうぜつ', 冗舌='じょうぜつ'","garrulity, loquacity, talkativeness","Na-adjective, Noun",,,
,,,,,,
2,饒舌家='じょうぜつか',"talkative person, chatterbox",Noun,,,
白濁,,,,,,
1,白濁='はくだく',"cloudiness, turbidity, nebula (medical)","Noun, Suru verb",,,
接触,,,,,,
1,接触='せっしょく',"touch, contact","Noun, Suru verb, No-adjective",,,
,,,,,,
2,接触画面='せっしょくがめん',"touch sensitive screen, touch screen",Noun,Computer terminology,,
,,,,,,
3,接触式='せっしょくしき',"contact, contact type, contact-type",Noun or verb acting prenominally,,,
,,,,,,
4,接触恐怖症='せっしょくきょうふしょう',"haphephobia, aphephobia, haphophobia, hapnophobia, haptephobia, haptophobia, thixophobia, chiraptophobia",Noun,"Medicine, etc. term",,
,,,,,,
5,接触事故='せっしょくじこ',"minor collision, (have) a scrape (with another vehicle), fender bender",Noun,,,
,,,,,,
6,接触感染='せっしょくかんせん',infection through contact,Noun,,,
,,,,,,
7,接触面積='せっしょくめんせき',contact area (of an electrical connection),Noun,Computer terminology,,
,,,,,,
8,接触線='せっしょくせん',"line of contact, no man's land",Noun,,,
,,,,,,
9,接触変成帯='せっしょくへんせいたい',"contact metamorphic aureole, contact aureole, aureole, contact metamorphic zone",Noun,,,
,,,,,,
10,接触伝染='せっしょくでんせん',contagion,Noun,,,
院生,,,,,,
1,院生='いんせい',graduate student,Noun,Abbreviation,大学院生,
,,"insei, apprentice go professional",,,,
,,Insei,,,,
卑怯,,,,,,
1,卑怯='ひきょう',"cowardice, meanness, unfairness","Na-adjective, Noun",,,
,,,,,,
2,"卑怯者='ひきょうもの', ひきょう者='ひきょうもの'","coward, dastard",Noun,,,
,,,,,,
3,卑怯千万='ひきょうせんばん',"very mean (sneaky), extremely unsportsmanlike","Noun, Na-adjective",Yojijukugo (four character compound),,
手口,,,,,,
1,手口='てぐち',"modus operandi, criminal technique, trick",Noun,,,
傲慢,,,,,,
1,"強慢='ごうまん', 傲慢='ごうまん', ごう慢='ごうまん'","haughty, arrogant, insolent, proud, overbearing","Na-adjective, Noun",,,
,,Pride,,,,
,,,,,,
2,傲慢不遜='ごうまんふそん',"haughty, arrogant, overbearing",Na-adjective,Yojijukugo (four character compound),,
,,,,,,
3,傲慢無礼='ごうまんぶれい',(arrogance and) insolence,Noun,Yojijukugo (four character compound),,
真面目,,,,,,
1,"no kanji='マジメ', 真面目='まじめ', 眞面目='まじめ'","diligent, serious, honest, sober, grave, earnest, steady","Na-adjective, Noun",,,
,,,,,,
2,"真面目='しんめんもく, しんめんぼく'","one's true character, one's true self, oneself",Noun,,,
,,"seriousness, earnestness",,,,
,,,,,,
3,真面目さ='まじめさ',"earnestness, solemnity, gravity, seriousness, soberness",Noun,Usually written using kana alone,,
,,,,,,
4,"まじめ腐る='まじめくさる', 真面目腐る='まじめくさる', 真面目くさる='まじめくさる', マジメ腐る='マジメくさる'","to become extremely serious (in attitude), to look solemn, to assume a solemn air","Godan verb with ru ending, intransitive verb",,,
,,,,,,
5,真面目が肝心='no reading provided',The Importance of Being Earnest,Wikipedia definition,,,
丸出し,,,,,,
1,"まる出し='まるだし', 丸出し='まるだし'","exposing fully, uncovering completely, being in full view, putting on display, not disguising",Noun,,,
勘して,,,,,,
1,勘='かん',"perception, intuition, the sixth sense",Noun,,,
,,,,,,
2,"考える='かんがえる', 稽える='かんがえる', 勘える='かんがえる'","to think about, to take into consideration","Ichidan verb, Transitive verb",,,
,,"to ponder, to reflect, to try to come at a conclusion, to think over (something)",,,,
,,"to intend, to decide (to do), to plan",,,,
,,"to come up with, to devise, to scheme",,,,
,,"to predict, to anticipate, to expect",,,,
,,"to suspect, to doubt",,,,
,,"to consider (somebody to be something), to look on",,,,
,,,,,,
3,勘定='かんじょう',"calculation, computation, counting, reckoning, count","Noun, Suru verb",,,
,,"bill, check, account, payment (of a bill), settlement (of an account)",,,,
,,"consideration, allowance",,,,
,,,,,,
4,勘違い='かんちがい',"misunderstanding, wrong guess","Noun, Suru verb",,,
,,,,,,
5,勘弁='かんべん',"pardon, forgiveness, forbearance","Noun, Suru verb",,,
,,,,,,
6,勘定書='かんじょうしょ',"bill, check",Noun,,,
,,,,,,
7,勘当='かんどう',disinheritance,"Noun, Suru verb",,,
,,,,,,
8,勘案='かんあん',"taking into consideration, giving consideration (to), thinking","Noun, Suru verb",,,
,,,,,,
9,"勘八='かんぱち', no kanji='カンパチ', 間八='かんぱち'","greater amberjack (Seriola dumerili), purplish amberjack, greater yellowtail",Noun,Usually written using kana alone,,
,,Kanpachi,,,,
,,Greater amberjack,,,,
,,,,,,
10,"堪能='かんのう', 勘能='かんのう'","proficient, skillful","Na-adjective, Noun",,堪能 たんのう,
,,"patience, perseverance, fortitude",,,,
,,,,,,
11,"感付く='かんづく', 感づく='かんづく', 勘付く='かんづく', 勘づく='かんづく'","to suspect, to get an inkling (of something), to smell (danger), to apprehend","Godan verb with ku ending, intransitive verb",,,
,,,,,,
12,勘亭流='かんていりゅう',Kantei style of calligraphy,Noun,,,
,,,,,,
13,勘定係='かんじょうがかり',"cashier, accountant, treasurer",Noun,,,
,,,,,,
14,勘定取り='かんじょうとり',bill collector,Noun,,,
,,,,,,
15,勘例='かんれい',considering old precedents,Noun,,,
,,,,,,
16,勘定台='かんじょうだい',"cashier's desk, counter (where you pay in a store), cash desk",Noun,,,
,,,,,,
17,勘合='かんごう',checking and verifying,"Noun, Suru verb",,,
,,,,,,
18,勘定尻='かんじょうじり',balance of an account,Noun,,,
,,,,,,
19,勘定場='かんじょうば',cashier's counter,Noun,,,
,,,,,,
20,勘のいい='かんのいい',"quick on the uptake, perceptive, intuitive","Expression, I-adjective (yoi/ii class)",,勘の良い かんのよい,
局地,,,,,,
1,局地='きょくち',"municipal, limited area, locality",Noun,,,
,,,,,,
2,局地的='きょくちてき',local,Na-adjective,,,
,,,,,,
3,局地戦争='きょくちせんそう',limited (scale) war,Noun,,,
,,,,,,
4,局地風='きょくちふう',local wind,Noun,,,
危う,,,,,,
1,危うい='あやうい',"dangerous, risky, hazardous, perilous, precarious",I-adjective,,,
,,"in danger, in jeopardy, critical, grave, at risk",,,,
,,"uncertain, unreliable, insecure, unsteady, doubtful",,,,
,,"close (i.e. a close call), narrow",,,,
,,,,,,
2,危うく='あやうく',"barely, narrowly",Adverb,,,
,,"almost, nearly",,,,
兄妹,,,,,,
1,"兄妹='けいまい, きょうだい'",older brother and younger sister,Noun,,,
,,,,,,
2,"兄妹げんか='きょうだいげんか', 兄妹喧嘩='きょうだいげんか'",quarrel between siblings,"Noun, Suru verb",,,
,,,,,,
3,兄妹交配='きょうだいこうはい',"brother-sister inbreeding, sibling mating",Noun,,,
さておき,,,,,,
1,"扨置き='さておき', 扨措き='さておき', さて置き='さておき', 扠置き='さておき'","setting aside, leaving to one side",Conjunction,Usually written using kana alone,扠置く,
交錯,,,,,,
1,交錯='こうさく',"mixture, blending, complication, crossing, intersecting, interlacing","Noun, Suru verb",,,
,,,,,,
